HUC8,UNCLASSIFIED,OPEN_WATER,PERENNIAL_SNOW_I,DEVELOPED__OPEN_,DEVELOPED__LOW_I,DEVELOPED__MEDIU,DEVELOPED__HIGH_,BARREN_LAND,DECIDUOUS_FOREST,EVERGREEN_FOREST,MIXED_FOREST,SHRUB_SCRUB,HERBACEUOUS,HAY_PASTURE,CULTIVATED_CROPS,WOODY_WETLANDS,EMERGENT_HERBACE,TOTAL,AREA_INSIDE_US,UNCLASSIFIED_NLCD06,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,Location
16050104,0.00,152100.00,0.00,4463100.00,12330900.00,5687100.00,2802600.00,144306000.00,9900.00,11709900.00,12600.00,4042421100.00,70837200.00,2655000.00,3240000.00,2218500.00,1640700.00,4304486700.00,4304486700.00,0.00,0.59,0.27,0.14,0.00,0.00,0.10,0.29,0.13,0.07,3.35,0.00,0.27,0.00,93.91,1.65,0.06,0.08,0.05,0.04,Within USA
16050202,0.00,30687300.00,0.00,35961300.00,33159600.00,6756300.00,1356300.00,34848900.00,0.00,75858300.00,0.00,1826896500.00,58617900.00,13845600.00,1839600.00,27111600.00,2085300.00,2149024500.00,2149024500.00,0.00,3.59,3.53,0.73,1.43,0.00,1.67,1.54,0.31,0.06,1.62,0.00,3.53,0.00,85.01,2.73,0.64,0.09,1.26,0.10,Within USA
16050203,0.00,23623200.00,0.00,40284900.00,38995200.00,10365300.00,1283400.00,1579399200.00,70200.00,76840200.00,0.00,3324350700.00,83673900.00,132363900.00,121865400.00,8388900.00,191671200.00,5633175600.00,5633175600.00,0.00,1.61,1.37,4.51,0.42,0.00,0.72,0.69,0.18,0.02,28.04,0.00,1.36,0.00,59.01,1.49,2.35,2.16,0.15,3.40,Within USA
16050303,0.00,6372900.00,0.00,22611600.00,14355000.00,2116800.00,187200.00,27558000.00,13500.00,54549000.00,44100.00,1961490600.00,5100300.00,64377000.00,95381100.00,54314100.00,7354800.00,2315826000.00,2315826000.00,0.00,1.70,2.36,6.90,0.28,0.00,0.98,0.62,0.09,0.01,1.19,0.00,2.36,0.00,84.70,0.22,2.78,4.12,2.35,0.32,Within USA
16050304,0.00,130198500.00,0.00,10174500.00,3506400.00,2209500.00,9000.00,14361300.00,360900.00,390770100.00,18900.00,1525295700.00,8817300.00,4275900.00,423900.00,784800.00,2268900.00,2093475600.00,2093475600.00,0.00,0.76,18.68,0.22,6.22,0.00,0.49,0.17,0.11,0.00,0.69,0.02,18.67,0.00,72.86,0.42,0.20,0.02,0.04,0.11,Within USA
16060001,0.00,324900.00,0.00,14540400.00,3579300.00,28800.00,0.00,548303400.00,2414700.00,960365700.00,0.00,8452311300.00,442959300.00,18093600.00,13544100.00,9008100.00,4968000.00,10470441600.00,10470441600.00,0.00,0.17,9.20,0.30,0.00,0.00,0.14,0.03,0.00,0.00,5.24,0.02,9.17,0.00,80.73,4.23,0.17,0.13,0.09,0.05,Within USA
16060002,0.00,174600.00,0.00,13383000.00,3523500.00,34200.00,0.00,145806300.00,1545300.00,501246000.00,2013300.00,4646078100.00,67613400.00,5859900.00,1512000.00,1103400.00,819000.00,5390712000.00,5390712000.00,0.00,0.31,9.36,0.14,0.00,0.00,0.25,0.07,0.00,0.00,2.70,0.03,9.30,0.04,86.19,1.25,0.11,0.03,0.02,0.02,Within USA
16060003,0.00,39600.00,0.00,17105400.00,4692600.00,812700.00,0.00,68346900.00,81000.00,745496100.00,39600.00,4371903000.00,92876400.00,6150600.00,1331100.00,567000.00,183600.00,5309625600.00,5309625600.00,0.00,0.43,14.04,0.14,0.00,0.00,0.32,0.09,0.02,0.00,1.29,0.00,14.04,0.00,82.34,1.75,0.12,0.03,0.01,0.00,Within USA
16060004,0.00,2775600.00,0.00,13045500.00,1900800.00,10800.00,0.00,245708100.00,18841500.00,830832300.00,4979700.00,3541664700.00,219246300.00,47129400.00,3812400.00,7250400.00,5547600.00,4942745100.00,4942745100.00,0.00,0.30,17.29,1.03,0.06,0.00,0.26,0.04,0.00,0.00,4.97,0.38,16.81,0.10,71.65,4.44,0.95,0.08,0.15,0.11,Within USA
16060005,0.00,9205200.00,0.00,26905500.00,1255500.00,82800.00,9900.00,219723300.00,41876100.00,1772325900.00,4810500.00,5678579700.00,177112800.00,123485400.00,6231600.00,25060500.00,2981700.00,8089646400.00,8089646400.00,0.00,0.35,22.49,1.60,0.11,0.00,0.33,0.02,0.00,0.00,2.72,0.52,21.91,0.06,70.20,2.19,1.53,0.08,0.31,0.04,Within USA
16060006,0.00,301500.00,0.00,6819300.00,998100.00,21600.00,0.00,104307300.00,7587000.00,675326700.00,862200.00,2670143400.00,226114200.00,31748400.00,7037100.00,7517700.00,3345300.00,3742129800.00,3742129800.00,0.00,0.21,18.27,1.04,0.01,0.00,0.18,0.03,0.00,0.00,2.79,0.20,18.05,0.02,71.35,6.04,0.85,0.19,0.20,0.09,Within USA
16060007,0.00,6995700.00,0.00,14828400.00,8835300.00,286200.00,4500.00,122497200.00,79496100.00,2054107800.00,3266100.00,7602318000.00,413304300.00,154756800.00,267300.00,22271400.00,174472200.00,10657707300.00,10657707300.00,0.00,0.22,20.05,1.45,0.07,0.00,0.14,0.08,0.00,0.00,1.15,0.75,19.27,0.03,71.33,3.88,1.45,0.00,0.21,1.64,Within USA
16060008,0.00,828000.00,518400.00,45298800.00,23382000.00,5918400.00,432000.00,236804400.00,25443000.00,3856397400.00,11626200.00,9205404300.00,193562100.00,124635600.00,1047600.00,6362100.00,31685400.00,13769345700.00,13769345700.00,0.00,0.54,28.28,0.91,0.01,0.00,0.33,0.17,0.04,0.00,1.72,0.18,28.01,0.08,66.85,1.41,0.91,0.01,0.05,0.23,Within USA
16060009,0.00,413100.00,0.00,8674200.00,2794500.00,244800.00,27000.00,46796400.00,1807200.00,1434987000.00,2679300.00,3971150100.00,118740600.00,23860800.00,0.00,647100.00,6002100.00,5618824200.00,5618824200.00,0.00,0.21,25.62,0.42,0.01,0.00,0.15,0.05,0.00,0.00,0.83,0.03,25.54,0.05,70.68,2.11,0.42,0.00,0.01,0.11,Within USA
16060011,0.00,2971800.00,0.00,19601100.00,7540200.00,1108800.00,0.00,151066800.00,699300.00,1056929400.00,824400.00,7001328600.00,144150300.00,3564000.00,3964500.00,1305000.00,81000.00,8395135200.00,8395135200.00,0.00,0.34,12.61,0.09,0.04,0.00,0.23,0.09,0.01,0.00,1.80,0.01,12.59,0.01,83.40,1.72,0.04,0.05,0.02,0.00,Within USA
16060012,0.00,2307600.00,0.00,16429500.00,5274900.00,2680200.00,35100.00,427975200.00,15335100.00,2499705000.00,9074700.00,8939863800.00,255227400.00,27821700.00,12924000.00,3623400.00,5737500.00,12224015100.00,12224015100.00,0.00,0.20,20.65,0.33,0.02,0.00,0.13,0.04,0.02,0.00,3.50,0.13,20.45,0.07,73.13,2.09,0.23,0.11,0.03,0.05,Within USA
16060013,0.00,0.00,0.00,8857800.00,5626800.00,90000.00,0.00,73959300.00,8100.00,353952900.00,4500.00,6547251600.00,150590700.00,525600.00,0.00,6300.00,19800.00,7140893400.00,7140893400.00,0.00,0.20,4.96,0.01,0.00,0.00,0.12,0.08,0.00,0.00,1.04,0.00,4.96,0.00,91.69,2.11,0.01,0.00,0.00,0.00,Within USA
16060014,0.00,61200.00,0.00,5282100.00,11723400.00,1778400.00,1001700.00,288446400.00,1022400.00,1156934700.00,3688200.00,11589255900.00,219195900.00,475200.00,10373400.00,839700.00,364500.00,13290443100.00,13290443100.00,0.00,0.15,8.74,0.08,0.00,0.00,0.04,0.09,0.01,0.01,2.17,0.01,8.71,0.03,87.20,1.65,0.00,0.08,0.01,0.00,Within USA
15010010,0.00,1000800.00,0.00,23531400.00,13260600.00,5779800.00,375300.00,21083400.00,11660400.00,661087800.00,862200.00,3704148900.00,854176500.00,6721200.00,4422600.00,28364400.00,1262700.00,5337738000.00,5337738000.00,0.00,0.80,12.62,0.21,0.02,0.00,0.44,0.25,0.11,0.01,0.39,0.22,12.39,0.02,69.40,16.00,0.13,0.08,0.53,0.02,Within USA
16040203,0.00,643500.00,0.00,7281000.00,3363300.00,151200.00,14400.00,667598400.00,756900.00,93036600.00,17593200.00,5453921700.00,90081900.00,22666500.00,10681200.00,6494400.00,2279700.00,6376563900.00,6376563900.00,0.00,0.17,1.75,0.52,0.01,0.00,0.11,0.05,0.00,0.00,10.47,0.01,1.46,0.28,85.53,1.41,0.36,0.17,0.10,0.04,Within USA
16040204,0.00,6435000.00,0.00,4934700.00,2069100.00,0.00,0.00,93440700.00,94500.00,37456200.00,2579400.00,3168649800.00,25362000.00,2732400.00,1125900.00,4400100.00,8179200.00,3357459000.00,3357459000.00,0.00,0.21,1.20,0.11,0.19,0.00,0.15,0.06,0.00,0.00,2.78,0.00,1.12,0.08,94.38,0.76,0.08,0.03,0.13,0.24,Within USA
16060010,0.00,403200.00,0.00,25069500.00,7786800.00,484200.00,21600.00,114485400.00,4139100.00,911533500.00,1470600.00,5865503400.00,164893500.00,17823600.00,31872600.00,1704600.00,141300.00,7147332900.00,7147332900.00,0.00,0.47,12.83,0.70,0.01,0.00,0.35,0.11,0.01,0.00,1.60,0.06,12.75,0.02,82.07,2.31,0.25,0.45,0.02,0.00,Within USA
16040201,0.00,911700.00,0.00,40571100.00,10055700.00,744300.00,0.00,195891300.00,19686600.00,58937400.00,0.00,7500693600.00,996470100.00,154018800.00,87990300.00,26581500.00,35569800.00,9128122200.00,9128122200.00,0.00,0.56,0.86,2.65,0.01,0.00,0.44,0.11,0.01,0.00,2.15,0.22,0.65,0.00,82.17,10.92,1.69,0.96,0.29,0.39,Within USA
16040205,0.00,4235400.00,0.00,5670000.00,2331900.00,18900.00,0.00,32148900.00,32400.00,7758900.00,33300.00,2874360600.00,54569700.00,3299400.00,2893500.00,3098700.00,7921800.00,2998373400.00,2998373400.00,0.00,0.27,0.26,0.21,0.14,0.00,0.19,0.08,0.00,0.00,1.07,0.00,0.26,0.00,95.86,1.82,0.11,0.10,0.10,0.26,Within USA
16020301,0.00,1785600.00,980100.00,25164000.00,3077100.00,331200.00,0.00,152547300.00,9791100.00,1832146200.00,10073700.00,5562058500.00,391887900.00,66435300.00,8572500.00,3379500.00,1407600.00,8069637600.00,8069637600.00,0.00,0.35,22.95,0.93,0.02,0.01,0.31,0.04,0.00,0.00,1.89,0.12,22.70,0.12,68.93,4.86,0.82,0.11,0.04,0.02,Within USA
02020001,0.00,174414600.00,0.00,73633500.00,12926700.00,3348000.00,529200.00,2995200.00,1870509600.00,1308131100.00,602216100.00,42489900.00,5362200.00,1699200.00,6253200.00,189644400.00,15191100.00,4309344000.00,4309344000.00,0.00,2.10,87.74,0.18,4.05,0.00,1.71,0.30,0.08,0.01,0.07,43.41,30.36,13.97,0.99,0.12,0.04,0.15,4.40,0.35,Within USA
02020002,0.00,164146500.00,0.00,44304300.00,8296200.00,1674000.00,576000.00,10713600.00,1392749100.00,509301900.00,377092800.00,29299500.00,8506800.00,20042100.00,8931600.00,138960900.00,16732800.00,2731328100.00,2731328100.00,0.00,2.01,83.44,1.06,6.01,0.00,1.62,0.30,0.06,0.02,0.39,50.99,18.65,13.81,1.07,0.31,0.73,0.33,5.09,0.61,Within USA
02020004,0.00,135761400.00,0.00,306017100.00,164934000.00,73503000.00,24788700.00,4956300.00,2153653200.00,620397900.00,545857200.00,332303400.00,115742700.00,1045927800.00,665190900.00,379887300.00,38229300.00,6607150200.00,6607150200.00,0.00,8.62,50.25,25.90,2.05,0.00,4.63,2.50,1.11,0.38,0.08,32.60,9.39,8.26,5.03,1.75,15.83,10.07,5.75,0.58,Within USA
02020005,0.00,19695600.00,0.00,94440600.00,18367200.00,5223600.00,1107900.00,3271500.00,1021662900.00,287113500.00,371626200.00,5921100.00,18188100.00,356050800.00,118529100.00,73553400.00,8530200.00,2403281700.00,2403281700.00,0.00,4.96,69.92,19.75,0.82,0.00,3.93,0.76,0.22,0.05,0.14,42.51,11.95,15.46,0.25,0.76,14.82,4.93,3.06,0.35,Within USA
02020006,0.00,145830600.00,0.00,390765600.00,170117100.00,88053300.00,33545700.00,21794400.00,2704302900.00,500562000.00,636840000.00,110804400.00,18616500.00,830093400.00,229972500.00,351736200.00,58500900.00,6291535500.00,6291535500.00,0.00,10.85,61.06,16.85,2.32,0.00,6.21,2.70,1.40,0.53,0.35,42.98,7.96,10.12,1.76,0.30,13.19,3.66,5.59,0.93,Within USA
10270204,0.00,11449800.00,0.00,74175300.00,8645400.00,1656000.00,502200.00,72900.00,65933100.00,0.00,328500.00,46800.00,287816400.00,5628600.00,1420145100.00,8154000.00,2697300.00,1887251400.00,1887251400.00,0.00,4.50,3.51,75.55,0.61,0.00,3.93,0.46,0.09,0.03,0.00,3.49,0.00,0.02,0.00,15.25,0.30,75.25,0.43,0.14,Within USA
10190017,0.00,1188900.00,0.00,53898300.00,402300.00,39600.00,14400.00,1233900.00,790200.00,81000.00,8100.00,546300.00,1087047900.00,19497600.00,780396300.00,2379600.00,109800.00,1947634200.00,1947634200.00,0.00,2.79,0.05,41.07,0.06,0.00,2.77,0.02,0.00,0.00,0.06,0.04,0.00,0.00,0.03,55.81,1.00,40.07,0.12,0.01,Within USA
10190018,0.00,44087400.00,0.00,123773400.00,14240700.00,4491900.00,1329300.00,5365800.00,7008300.00,250200.00,252000.00,1346400.00,1322674200.00,30825900.00,2027126700.00,55200600.00,19453500.00,3657426300.00,3657426300.00,0.00,3.93,0.21,56.27,1.21,0.00,3.38,0.39,0.12,0.04,0.15,0.19,0.01,0.01,0.04,36.16,0.84,55.42,1.51,0.53,Within USA
10250006,0.00,1203300.00,0.00,103669200.00,2251800.00,584100.00,154800.00,649800.00,4162500.00,10800.00,17100.00,1327500.00,1106404200.00,42828300.00,2472643800.00,7286400.00,1850400.00,3745044000.00,3745044000.00,0.00,2.85,0.11,67.17,0.03,0.00,2.77,0.06,0.02,0.00,0.02,0.11,0.00,0.00,0.04,29.54,1.14,66.02,0.19,0.05,Within USA
10240001,0.00,38247300.00,0.00,103662000.00,45592200.00,7048800.00,1933200.00,994500.00,163541700.00,1282500.00,94500.00,138600.00,172626300.00,108280800.00,1439316000.00,43691400.00,43924500.00,2170374300.00,2170374300.00,0.00,7.29,7.60,71.31,1.76,0.00,4.78,2.10,0.32,0.09,0.05,7.54,0.06,0.00,0.01,7.95,4.99,66.32,2.01,2.02,Within USA
10240008,0.00,33257700.00,0.00,126212400.00,21669300.00,2661300.00,1071900.00,53100.00,217935900.00,1616400.00,1709100.00,2434500.00,715662000.00,261564300.00,1688467500.00,48408300.00,10279800.00,3133003500.00,3133003500.00,0.00,4.84,7.06,62.24,1.06,0.00,4.03,0.69,0.08,0.03,0.00,6.96,0.05,0.05,0.08,22.84,8.35,53.89,1.55,0.33,Within USA
10250004,0.00,18608400.00,0.00,147823200.00,9882000.00,2727900.00,1043100.00,2579400.00,6391800.00,34200.00,198000.00,1644300.00,2783419200.00,30834900.00,2504732400.00,63755100.00,7636500.00,5581310400.00,5581310400.00,0.00,2.89,0.12,45.43,0.33,0.00,2.65,0.18,0.05,0.02,0.05,0.11,0.00,0.00,0.03,49.87,0.55,44.88,1.14,0.14,Within USA
10250009,0.00,41309100.00,0.00,116488800.00,16347600.00,1632600.00,399600.00,329400.00,5624100.00,77400.00,1152000.00,1013400.00,1645878600.00,1688400.00,1559896200.00,85457700.00,16641000.00,3493935900.00,3493935900.00,0.00,3.86,0.20,44.69,1.18,0.00,3.33,0.47,0.05,0.01,0.01,0.16,0.00,0.03,0.03,47.11,0.05,44.65,2.45,0.48,Within USA
10250014,0.00,586800.00,0.00,56426400.00,4099500.00,444600.00,9000.00,577800.00,1566900.00,9000.00,33300.00,69300.00,919149300.00,110700.00,894469500.00,18819900.00,170100.00,1896542100.00,1896542100.00,0.00,3.22,0.08,47.17,0.03,0.00,2.98,0.22,0.02,0.00,0.03,0.08,0.00,0.00,0.00,48.46,0.01,47.16,0.99,0.01,Within USA
10270206,0.00,31542300.00,0.00,232056000.00,44243100.00,9558000.00,3281400.00,1153800.00,90846900.00,0.00,20700.00,143100.00,1210984200.00,10234800.00,4131047700.00,33616800.00,21841200.00,5820570000.00,5820570000.00,0.00,4.97,1.56,71.15,0.54,0.00,3.99,0.76,0.16,0.06,0.02,1.56,0.00,0.00,0.00,20.81,0.18,70.97,0.58,0.38,Within USA
10140101,0.00,650544300.00,0.00,295108200.00,32850000.00,13176900.00,3927600.00,13816800.00,257798700.00,73066500.00,6300.00,3392100.00,4740314400.00,1892368800.00,2952038700.00,34851600.00,89405100.00,11052666000.00,11052666000.00,0.00,3.12,2.99,43.83,5.89,0.00,2.67,0.30,0.12,0.04,0.13,2.33,0.66,0.00,0.03,42.89,17.12,26.71,0.32,0.81,Within USA
10140201,0.00,25632000.00,0.00,96797700.00,33552900.00,4392900.00,860400.00,527341500.00,33498900.00,797574600.00,9188100.00,66620700.00,7624845900.00,32554800.00,395930700.00,76086000.00,76635000.00,9801512100.00,9801512100.00,0.00,1.38,8.57,4.37,0.26,0.00,0.99,0.34,0.04,0.01,5.38,0.34,8.14,0.09,0.68,77.79,0.33,4.04,0.78,0.78,Within USA
10150001,0.00,6860700.00,0.00,92321100.00,7048800.00,933300.00,336600.00,306000.00,30204000.00,2965500.00,13500.00,15300.00,1284238800.00,92235600.00,567091800.00,26702100.00,25748100.00,2137021200.00,2137021200.00,0.00,4.71,1.55,30.85,0.32,0.00,4.32,0.33,0.04,0.02,0.01,1.41,0.14,0.00,0.00,60.09,4.32,26.54,1.25,1.20,Within USA
10150004,0.00,127638000.00,0.00,129314700.00,9423900.00,2818800.00,828900.00,3134700.00,139086900.00,135283500.00,95381100.00,1789200.00,8164039500.00,90364500.00,468393300.00,75907800.00,365880600.00,9809285400.00,9809285400.00,0.00,1.45,3.77,5.70,1.30,0.00,1.32,0.10,0.03,0.01,0.03,1.42,1.38,0.97,0.02,83.23,0.92,4.77,0.77,3.73,Within USA
10150006,0.00,14945400.00,0.00,110862000.00,7767900.00,818100.00,180900.00,383400.00,30081600.00,796500.00,225000.00,2873700.00,3596163300.00,65761200.00,394246800.00,64573200.00,174584700.00,4464263700.00,4464263700.00,0.00,2.68,0.70,10.30,0.33,0.00,2.48,0.17,0.02,0.00,0.01,0.67,0.02,0.01,0.06,80.55,1.47,8.83,1.45,3.91,Within USA
10170101,0.00,259207200.00,0.00,323982900.00,46604700.00,10825200.00,2773800.00,4200300.00,360278100.00,24655500.00,465300.00,44772300.00,2065842000.00,1013202000.00,4005459900.00,53515800.00,147696300.00,8363481300.00,8363481300.00,0.00,4.59,4.61,60.01,3.10,0.00,3.87,0.56,0.13,0.03,0.05,4.31,0.29,0.01,0.54,24.70,12.11,47.89,0.64,1.77,Within USA
10150002,0.00,3340800.00,0.00,28781100.00,5873400.00,738900.00,54000.00,1511100.00,680400.00,34546500.00,2506500.00,126060300.00,3376828800.00,30152700.00,195498900.00,9784800.00,22108500.00,3838466700.00,3838466700.00,0.00,0.92,0.98,5.88,0.09,0.00,0.75,0.15,0.02,0.00,0.04,0.02,0.90,0.07,3.28,87.97,0.79,5.09,0.25,0.58,Within USA
10180009,0.00,98028000.00,0.00,276650100.00,57321000.00,15255900.00,5193000.00,36112500.00,10295100.00,60026400.00,263700.00,464766300.00,8692342200.00,68518800.00,3243626100.00,121842000.00,201298500.00,13351539600.00,13351539600.00,0.00,2.65,0.53,24.81,0.73,0.00,2.07,0.43,0.11,0.04,0.27,0.08,0.45,0.00,3.48,65.10,0.51,24.29,0.91,1.51,Within USA
01070001,0.00,69329700.00,0.00,54107100.00,25252200.00,8038800.00,1061100.00,5247000.00,820417500.00,590120100.00,899289000.00,40978800.00,15629400.00,24471000.00,26825400.00,63666000.00,4834800.00,2649267900.00,2649267900.00,0.00,3.34,87.19,1.94,2.62,0.00,2.04,0.95,0.30,0.04,0.20,30.97,22.27,33.94,1.55,0.59,0.92,1.01,2.40,0.18,Within USA
01070002,0.00,239967900.00,0.00,62872200.00,24045300.00,10644300.00,3539700.00,3495600.00,214523100.00,135033300.00,417816900.00,32777100.00,7056900.00,27017100.00,8675100.00,64086300.00,7275600.00,1258826400.00,1258826400.00,0.00,8.03,60.96,2.84,19.06,0.00,4.99,1.91,0.85,0.28,0.28,17.04,10.73,33.19,2.60,0.56,2.15,0.69,5.09,0.58,Within USA
01070003,0.00,51384600.00,0.00,76716900.00,31775400.00,8852400.00,1135800.00,4705200.00,543464100.00,465163200.00,525780900.00,25712100.00,7484400.00,65713500.00,9737100.00,140921100.00,21616200.00,1980162900.00,1980162900.00,0.00,5.98,77.49,3.81,2.59,0.00,3.87,1.60,0.45,0.06,0.24,27.45,23.49,26.55,1.30,0.38,3.32,0.49,7.12,1.09,Within USA
01040001,459000.00,220059000.00,0.00,28188900.00,13169700.00,5391900.00,1637100.00,14835600.00,934917300.00,829162800.00,1025711100.00,212244300.00,55629000.00,452700.00,3848400.00,194934600.00,9123300.00,3549764700.00,3549764700.00,0.01,1.36,78.59,0.12,6.20,0.00,0.79,0.37,0.15,0.05,0.42,26.34,23.36,28.90,5.98,1.57,0.01,0.11,5.49,0.26,Within USA
01060002,0.00,134958600.00,0.00,157860000.00,61319700.00,15936300.00,3972600.00,20357100.00,977503500.00,854543700.00,1492457400.00,152658000.00,27551700.00,87755400.00,48488400.00,324315000.00,46017000.00,4405694400.00,4405694400.00,0.00,5.43,75.46,3.09,3.06,0.00,3.58,1.39,0.36,0.09,0.46,22.19,19.40,33.88,3.47,0.63,1.99,1.10,7.36,1.04,Within USA
01060003,449100.00,809811900.00,0.00,252492300.00,170049600.00,68668200.00,24354900.00,31253400.00,503142300.00,509602500.00,988407900.00,124942500.00,25767000.00,210101400.00,28672200.00,507210300.00,106751700.00,4361677200.00,4361677200.00,0.01,11.82,45.88,5.47,18.57,0.00,5.79,3.90,1.57,0.56,0.72,11.54,11.68,22.66,2.86,0.59,4.82,0.66,11.63,2.45,Within USA
01080103,0.00,39852900.00,0.00,76147200.00,29790000.00,10694700.00,1988100.00,6138900.00,737052300.00,455975100.00,705704400.00,77281200.00,14119200.00,83868300.00,64393200.00,84690900.00,4867200.00,2392563600.00,2392563600.00,0.00,4.96,79.36,6.20,1.67,0.00,3.18,1.25,0.45,0.08,0.26,30.81,19.06,29.50,3.23,0.59,3.51,2.69,3.54,0.20,Within USA
01080104,0.00,18730800.00,0.00,48962700.00,16842600.00,6864300.00,1257300.00,458100.00,462684600.00,256361400.00,376578000.00,20514600.00,2853000.00,57099600.00,41382000.00,26749800.00,2016000.00,1339354800.00,1339354800.00,0.00,5.52,81.80,7.35,1.40,0.00,3.66,1.26,0.51,0.09,0.03,34.55,19.14,28.12,1.53,0.21,4.26,3.09,2.00,0.15,Within USA
01080106,0.00,68487300.00,0.00,126362700.00,66807000.00,27202500.00,4576500.00,8233200.00,1059354900.00,824740200.00,831382200.00,34307100.00,13629600.00,219169800.00,30753900.00,95419800.00,12411900.00,3422838600.00,3422838600.00,0.00,6.57,79.33,7.30,2.00,0.00,3.69,1.95,0.79,0.13,0.24,30.95,24.10,24.29,1.00,0.40,6.40,0.90,2.79,0.36,Within USA
01080107,0.00,25480800.00,0.00,77371200.00,28026000.00,12895200.00,2350800.00,3826800.00,800189100.00,509625000.00,508444200.00,13639500.00,6105600.00,123875100.00,20601900.00,57824100.00,8283600.00,2198538900.00,2198538900.00,0.00,5.49,82.70,6.57,1.16,0.00,3.52,1.27,0.59,0.11,0.17,36.40,23.18,23.13,0.62,0.28,5.63,0.94,2.63,0.38,Within USA
01080101,295881300.00,41771700.00,0.00,56450700.00,20416500.00,4642200.00,796500.00,5024700.00,1224613800.00,562878900.00,1045855800.00,128273400.00,23317200.00,31916700.00,68080500.00,183532500.00,7632900.00,3701085300.00,3407536465.92,7.99,2.42,83.15,2.93,1.23,0.00,1.66,0.60,0.14,0.02,0.15,35.94,16.52,30.69,3.76,0.68,0.94,2.00,5.39,0.22,Border - Canada
02020007,0.00,41688900.00,0.00,222652800.00,58814100.00,22954500.00,7536600.00,2034900.00,1208493900.00,118501200.00,413666100.00,14238000.00,10801800.00,295551900.00,317650500.00,315601200.00,27599400.00,3077785800.00,3077785800.00,0.00,10.14,56.56,19.92,1.35,0.00,7.23,1.91,0.75,0.24,0.07,39.27,3.85,13.44,0.46,0.35,9.60,10.32,10.25,0.90,Within USA
02040105,0.00,73802700.00,0.00,398826900.00,154910700.00,69236100.00,21991500.00,8603100.00,1229436900.00,16387200.00,149307300.00,87236100.00,11181600.00,391549500.00,630300600.00,262800900.00,15129900.00,3520701000.00,3520701000.00,0.00,18.32,39.63,29.02,2.10,0.00,11.33,4.40,1.97,0.62,0.24,34.92,0.47,4.24,2.48,0.32,11.12,17.90,7.46,0.43,Within USA
02040201,0.00,32904000.00,0.00,267993000.00,192688200.00,89676000.00,31904100.00,9651600.00,225339300.00,7183800.00,6589800.00,42570000.00,13685400.00,144001800.00,185012100.00,147875400.00,11214900.00,1408289400.00,1408289400.00,0.00,41.35,16.98,23.36,2.34,0.00,19.03,13.68,6.37,2.27,0.69,16.00,0.51,0.47,3.02,0.97,10.23,13.14,10.50,0.80,Within USA
02040202,0.00,93369600.00,0.00,598565700.00,455656500.00,294319800.00,149186700.00,11869200.00,401473800.00,102398400.00,44776800.00,53931600.00,16894800.00,94607100.00,243158400.00,374690700.00,46944000.00,2981843100.00,2981843100.00,0.00,50.23,18.40,11.33,3.13,0.00,20.07,15.28,9.87,5.00,0.40,13.46,3.43,1.50,1.81,0.57,3.17,8.15,12.57,1.57,Within USA
11080001,0.00,14259600.00,0.00,24324300.00,5312700.00,1606500.00,163800.00,3486600.00,116563500.00,1416645900.00,9559800.00,669664800.00,2128461300.00,5106600.00,24759000.00,24014700.00,24390000.00,4468319100.00,4468319100.00,0.00,0.70,34.53,0.67,0.32,0.00,0.54,0.12,0.04,0.00,0.08,2.61,31.70,0.21,14.99,47.63,0.11,0.55,0.54,0.55,Within USA
11080002,0.00,12761100.00,0.00,20262600.00,2220300.00,234900.00,15300.00,5360400.00,26715600.00,1305963900.00,2706300.00,298278900.00,970508700.00,5230800.00,31272300.00,10922400.00,25728300.00,2718181800.00,2718181800.00,0.00,0.84,49.13,1.34,0.47,0.00,0.75,0.08,0.01,0.00,0.20,0.98,48.05,0.10,10.97,35.70,0.19,1.15,0.40,0.95,Within USA
11080003,0.00,32239800.00,0.00,19766700.00,1689300.00,171900.00,10800.00,779400.00,13230000.00,819735300.00,63900.00,832060800.00,3571552800.00,1536300.00,2154600.00,7147800.00,18200700.00,5320340100.00,5320340100.00,0.00,0.41,15.66,0.07,0.61,0.00,0.37,0.03,0.00,0.00,0.01,0.25,15.41,0.00,15.64,67.13,0.03,0.04,0.13,0.34,Within USA
11080004,0.00,12280500.00,15300.00,14301900.00,1790100.00,307800.00,4500.00,4427100.00,33733800.00,1359336600.00,4954500.00,298434600.00,1974906900.00,31502700.00,6345900.00,8519400.00,23093100.00,3773954700.00,3773954700.00,0.00,0.43,37.04,1.00,0.33,0.00,0.38,0.05,0.01,0.00,0.12,0.89,36.02,0.13,7.91,52.33,0.83,0.17,0.23,0.61,Within USA
