HUC8,UNCLASSIFIED,OPEN_WATER,PERENNIAL_SNOW_I,DEVELOPED__OPEN_,DEVELOPED__LOW_I,DEVELOPED__MEDIU,DEVELOPED__HIGH_,BARREN_LAND,DECIDUOUS_FOREST,EVERGREEN_FOREST,MIXED_FOREST,SHRUB_SCRUB,HERBACEUOUS,HAY_PASTURE,CULTIVATED_CROPS,WOODY_WETLANDS,EMERGENT_HERBACE,TOTAL,AREA_INSIDE_US,UNCLASSIFIED_NLCD06,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,Location
11020007,0.00,336600.00,0.00,8811900.00,1089000.00,90900.00,14400.00,9197100.00,57430800.00,246129300.00,8672400.00,289699200.00,2132334000.00,7746300.00,13845600.00,8174700.00,4602600.00,2788174800.00,2788174800.00,0.00,0.36,11.20,0.77,0.01,0.00,0.32,0.04,0.00,0.00,0.33,2.06,8.83,0.31,10.39,76.48,0.28,0.50,0.29,0.17,Within USA
11020008,0.00,5185800.00,0.00,124198200.00,945000.00,63000.00,0.00,9630000.00,0.00,138600.00,0.00,183657600.00,3187403100.00,96300.00,145384200.00,2670300.00,30502800.00,3689874900.00,3689874900.00,0.00,3.39,0.00,3.94,0.14,0.00,3.37,0.03,0.00,0.00,0.26,0.00,0.00,0.00,4.98,86.38,0.00,3.94,0.07,0.83,Within USA
11020009,0.00,64649700.00,0.00,227901600.00,18723600.00,2819700.00,401400.00,16256700.00,1233900.00,24721200.00,10800.00,886290300.00,6485298300.00,25810200.00,2109105900.00,38126700.00,88752600.00,9990102600.00,9990102600.00,0.00,2.50,0.26,21.37,0.65,0.00,2.28,0.19,0.03,0.00,0.16,0.01,0.25,0.00,8.87,64.92,0.26,21.11,0.38,0.89,Within USA
11020011,0.00,1503900.00,0.00,143034300.00,7090200.00,1223100.00,206100.00,3801600.00,362700.00,3061800.00,0.00,275845500.00,3419496000.00,16071300.00,885200400.00,4749300.00,32461200.00,4794107400.00,4794107400.00,0.00,3.16,0.07,18.80,0.03,0.00,2.98,0.15,0.03,0.00,0.08,0.01,0.06,0.00,5.75,71.33,0.34,18.46,0.10,0.68,Within USA
11020012,0.00,2190600.00,0.00,115242300.00,1012500.00,23400.00,0.00,4412700.00,0.00,127800.00,0.00,585431100.00,2317107600.00,5164200.00,483066900.00,920700.00,19505700.00,3534205500.00,3534205500.00,0.00,3.29,0.00,13.81,0.06,0.00,3.26,0.03,0.00,0.00,0.12,0.00,0.00,0.00,16.56,65.56,0.15,13.67,0.03,0.55,Within USA
11020013,0.00,218700.00,0.00,20277900.00,133200.00,0.00,0.00,1614600.00,99000.00,4989600.00,0.00,193908600.00,1665765900.00,47248200.00,144191700.00,1743300.00,7775100.00,2087965800.00,2087965800.00,0.00,0.98,0.24,9.17,0.01,0.00,0.97,0.01,0.00,0.00,0.08,0.00,0.24,0.00,9.29,79.78,2.26,6.91,0.08,0.37,Within USA
11040004,0.00,111600.00,0.00,67378500.00,1488600.00,146700.00,12600.00,639000.00,620100.00,129600.00,0.00,75027600.00,782061300.00,154044000.00,889727400.00,858600.00,373500.00,1972619100.00,1972619100.00,0.00,3.50,0.04,52.91,0.01,0.00,3.42,0.08,0.01,0.00,0.03,0.03,0.01,0.00,3.80,39.65,7.81,45.10,0.04,0.02,Within USA
13010001,0.00,12443400.00,0.00,12011400.00,3645000.00,636300.00,67500.00,125889300.00,289418400.00,1655514900.00,37757700.00,103869900.00,1159881300.00,22757400.00,1102500.00,126245700.00,24449400.00,3575690100.00,3575690100.00,0.00,0.46,55.45,0.67,0.35,0.00,0.34,0.10,0.02,0.00,3.52,8.09,46.30,1.06,2.90,32.44,0.64,0.03,3.53,0.68,Within USA
13010002,0.00,17400600.00,684900.00,73006200.00,46080900.00,9324900.00,932400.00,62900100.00,347396400.00,1231315200.00,98478900.00,2430802800.00,1175061600.00,715976100.00,37559700.00,198979200.00,130659300.00,6576559200.00,6576559200.00,0.00,1.97,25.50,11.46,0.26,0.01,1.11,0.70,0.14,0.01,0.96,5.28,18.72,1.50,36.96,17.87,10.89,0.57,3.03,1.99,Within USA
13010003,0.00,9080100.00,171000.00,21515400.00,34719300.00,3560400.00,160200.00,179542800.00,148041900.00,581210100.00,27214200.00,1731035700.00,604996200.00,651876300.00,1240200.00,51372900.00,52308000.00,4098044700.00,4098044700.00,0.00,1.46,18.46,15.94,0.22,0.00,0.53,0.85,0.09,0.00,4.38,3.61,14.18,0.66,42.24,14.76,15.91,0.03,1.25,1.28,Within USA
13010004,0.00,2181600.00,0.00,22005000.00,18166500.00,629100.00,17100.00,27186300.00,160406100.00,1030741200.00,10365300.00,866845800.00,983015100.00,235445400.00,297000.00,75405600.00,45529200.00,3478236300.00,3478236300.00,0.00,1.17,34.54,6.78,0.06,0.00,0.63,0.52,0.02,0.00,0.78,4.61,29.63,0.30,24.92,28.26,6.77,0.01,2.17,1.31,Within USA
14010001,0.00,63573300.00,206976600.00,33501600.00,15103800.00,3750300.00,359100.00,170215200.00,663803100.00,3382780500.00,63142200.00,1727180100.00,853095600.00,139285800.00,526500.00,156837600.00,35734500.00,7515865800.00,7515865800.00,0.00,0.70,54.68,1.86,0.85,2.75,0.45,0.20,0.05,0.00,2.26,8.83,45.01,0.84,22.98,11.35,1.85,0.01,2.09,0.48,Within USA
14010002,0.00,25351200.00,63796500.00,22865400.00,16320600.00,8132400.00,1155600.00,176022900.00,77372100.00,781073100.00,7754400.00,226949400.00,304290900.00,13217400.00,441000.00,41340600.00,3283200.00,1769366700.00,1769366700.00,0.00,2.74,48.96,0.77,1.43,3.61,1.29,0.92,0.46,0.07,9.95,4.37,44.14,0.44,12.83,17.20,0.75,0.02,2.34,0.19,Within USA
14010003,0.00,4377600.00,13615200.00,26113500.00,23164200.00,8649000.00,727200.00,127962900.00,449418600.00,947485800.00,47129400.00,509609700.00,295203600.00,24148800.00,161100.00,37831500.00,2989800.00,2518587900.00,2518587900.00,0.00,2.33,57.34,0.97,0.17,0.54,1.04,0.92,0.34,0.03,5.08,17.84,37.62,1.87,20.23,11.72,0.96,0.01,1.50,0.12,Within USA
14010004,0.00,8964000.00,7482600.00,24642900.00,17437500.00,6513300.00,727200.00,327278700.00,986928300.00,1207038600.00,76455000.00,407112300.00,527544900.00,80070300.00,642600.00,84009600.00,4509000.00,3767356800.00,3767356800.00,0.00,1.31,60.27,2.14,0.24,0.20,0.65,0.46,0.17,0.02,8.69,26.20,32.04,2.03,10.81,14.00,2.13,0.02,2.23,0.12,Within USA
14020001,0.00,9354600.00,1374300.00,8410500.00,2100600.00,665100.00,35100.00,161202600.00,207523800.00,919376100.00,14199300.00,92000700.00,469055700.00,13979700.00,0.00,78252300.00,8685000.00,1986215400.00,1986215400.00,0.00,0.56,57.45,0.70,0.47,0.07,0.42,0.11,0.03,0.00,8.12,10.45,46.29,0.71,4.63,23.62,0.70,0.00,3.94,0.44,Within USA
14020002,0.00,44379900.00,0.00,25766100.00,10866600.00,2209500.00,171000.00,249793200.00,1221828300.00,2083571100.00,91252800.00,1462853700.00,842525100.00,144930600.00,666000.00,58465800.00,5847300.00,6245127000.00,6245127000.00,0.00,0.62,54.39,2.33,0.71,0.00,0.41,0.17,0.04,0.00,4.00,19.56,33.36,1.46,23.42,13.49,2.32,0.01,0.94,0.09,Within USA
14020003,0.00,1253700.00,27000.00,13921200.00,3131100.00,1224000.00,166500.00,45126000.00,253105200.00,1118331900.00,37013400.00,807966900.00,458171100.00,76291200.00,0.00,35684100.00,4424400.00,2855837700.00,2855837700.00,0.00,0.65,49.32,2.67,0.04,0.00,0.49,0.11,0.04,0.01,1.58,8.86,39.16,1.30,28.29,16.04,2.67,0.00,1.25,0.15,Within USA
14020004,0.00,3268800.00,0.00,14770800.00,6504300.00,888300.00,147600.00,67909500.00,1128040200.00,509052600.00,60373800.00,390404700.00,148758300.00,147679200.00,2569500.00,28524600.00,782100.00,2509674300.00,2509674300.00,0.00,0.89,67.64,5.99,0.13,0.00,0.59,0.26,0.04,0.01,2.71,44.95,20.28,2.41,15.56,5.93,5.88,0.10,1.14,0.03,Within USA
14020005,0.00,16356600.00,0.00,21123000.00,29215800.00,7633800.00,1061100.00,61883100.00,730020600.00,1371710700.00,26758800.00,1582718400.00,140287500.00,159007500.00,108239400.00,50034600.00,224100.00,4306275000.00,4306275000.00,0.00,1.37,49.43,6.21,0.38,0.00,0.49,0.68,0.18,0.02,1.44,16.95,31.85,0.62,36.75,3.26,3.69,2.51,1.16,0.01,Within USA
14020006,0.00,5919300.00,0.00,33575400.00,36739800.00,12596400.00,2903400.00,138249900.00,531548100.00,939098700.00,19089900.00,555268500.00,183607200.00,277430400.00,134051400.00,16714800.00,117000.00,2886910200.00,2886910200.00,0.00,2.97,51.60,14.25,0.21,0.00,1.16,1.27,0.44,0.10,4.79,18.41,32.53,0.66,19.23,6.36,9.61,4.64,0.58,0.00,Within USA
14030002,0.00,19891800.00,0.00,17396100.00,3495600.00,302400.00,10800.00,81127800.00,1164456900.00,2412547200.00,64288800.00,1499074200.00,206497800.00,72657900.00,25245900.00,20622600.00,152100.00,5587767900.00,5587767900.00,0.00,0.38,65.17,1.75,0.36,0.00,0.31,0.06,0.01,0.00,1.45,20.84,43.18,1.15,26.83,3.70,1.30,0.45,0.37,0.00,Within USA
14030003,0.00,4266900.00,0.00,21680100.00,7447500.00,680400.00,42300.00,104108400.00,1001919600.00,1579888800.00,57995100.00,769454100.00,306328500.00,149193000.00,2979900.00,17260200.00,64800.00,4023309600.00,4023309600.00,0.00,0.74,65.61,3.78,0.11,0.00,0.54,0.19,0.02,0.00,2.59,24.90,39.27,1.44,19.12,7.61,3.71,0.07,0.43,0.00,Within USA
14050001,0.00,25077600.00,0.00,44346600.00,20296800.00,6364800.00,1188000.00,43480800.00,2125478700.00,1310463000.00,152848800.00,2157974100.00,336332700.00,415354500.00,40151700.00,93403800.00,12550500.00,6785312400.00,6785312400.00,0.00,1.06,52.89,6.71,0.37,0.00,0.65,0.30,0.09,0.02,0.64,31.32,19.31,2.25,31.80,4.96,6.12,0.59,1.38,0.18,Within USA
14050002,0.00,11809800.00,0.00,19367100.00,4419900.00,52200.00,6300.00,34101900.00,272080800.00,595314000.00,5743800.00,3001226400.00,17468100.00,86077800.00,12851100.00,4470300.00,62100.00,4065051600.00,4065051600.00,0.00,0.59,21.48,2.43,0.29,0.00,0.48,0.11,0.00,0.00,0.84,6.69,14.64,0.14,73.83,0.43,2.12,0.32,0.11,0.00,Within USA
14050005,0.00,6907500.00,0.00,19224000.00,5499900.00,749700.00,119700.00,20817000.00,903959100.00,1016167500.00,102524400.00,947886300.00,279091800.00,177123600.00,3314700.00,36377100.00,13110300.00,3532872600.00,3532872600.00,0.00,0.72,57.25,5.11,0.20,0.00,0.54,0.16,0.02,0.00,0.59,25.59,28.76,2.90,26.83,7.90,5.01,0.09,1.03,0.37,Within USA
16020302,0.00,0.00,0.00,4941900.00,1273500.00,98100.00,0.00,5211000.00,217800.00,548427600.00,348300.00,1237383900.00,98415900.00,298800.00,0.00,110700.00,148500.00,1896876000.00,1896876000.00,0.00,0.33,28.94,0.02,0.00,0.00,0.26,0.07,0.01,0.00,0.27,0.01,28.91,0.02,65.23,5.19,0.02,0.00,0.01,0.01,Within USA
16020303,0.00,602100.00,0.00,10434600.00,1520100.00,994500.00,40500.00,298039500.00,0.00,110215800.00,5400.00,1845480600.00,192957300.00,367200.00,0.00,36000.00,1191600.00,2461885200.00,2461885200.00,0.00,0.53,4.48,0.01,0.02,0.00,0.42,0.06,0.04,0.00,12.11,0.00,4.48,0.00,74.96,7.84,0.01,0.00,0.00,0.05,Within USA
16020304,0.00,62836200.00,0.00,16390800.00,27670500.00,11842200.00,4321800.00,190836900.00,65664900.00,559915200.00,724500.00,1507651200.00,443361600.00,173057400.00,18189900.00,8745300.00,37299600.00,3128508000.00,3128508000.00,0.00,1.93,20.02,6.11,2.01,0.00,0.52,0.88,0.38,0.14,6.10,2.10,17.90,0.02,48.19,14.17,5.53,0.58,0.28,1.19,Within USA
16020305,0.00,16371900.00,0.00,7750800.00,2571300.00,1367100.00,840600.00,195807600.00,1632600.00,325772100.00,486900.00,856974600.00,650091600.00,18970200.00,3770100.00,2028600.00,22263300.00,2106699300.00,2106699300.00,0.00,0.59,15.56,1.08,0.78,0.00,0.37,0.12,0.06,0.04,9.29,0.08,15.46,0.02,40.68,30.86,0.90,0.18,0.10,1.06,Within USA
16020310,0.00,3503921400.00,0.00,0.00,1800.00,2700.00,4500.00,868761900.00,0.00,233100.00,0.00,55039500.00,69724800.00,5388300.00,230400.00,619200.00,23140800.00,4527068400.00,4527068400.00,0.00,0.00,0.01,0.12,77.40,0.00,0.00,0.00,0.00,0.00,19.19,0.00,0.01,0.00,1.22,1.54,0.12,0.01,0.01,0.51,Within USA
16030001,0.00,12614400.00,0.00,34628400.00,21873600.00,12019500.00,258300.00,66936600.00,60576300.00,1491954300.00,135424800.00,1188590400.00,24249600.00,52200900.00,12690000.00,2349000.00,30600.00,3116396700.00,3116396700.00,0.00,2.21,54.16,2.08,0.40,0.00,1.11,0.70,0.39,0.01,2.15,1.94,47.87,4.35,38.14,0.78,1.68,0.41,0.08,0.00,Within USA
16030002,0.00,11887200.00,17100.00,32467500.00,14416200.00,2329200.00,10800.00,32002200.00,140319900.00,1476987300.00,106177500.00,1340356500.00,18235800.00,28593000.00,8052300.00,5079600.00,14400.00,3216946500.00,3216946500.00,0.00,1.53,53.58,1.14,0.37,0.00,1.01,0.45,0.07,0.00,0.99,4.36,45.91,3.30,41.67,0.57,0.89,0.25,0.16,0.00,Within USA
16030003,0.00,33043500.00,50400.00,71483400.00,32645700.00,12303000.00,391500.00,55898100.00,428922900.00,1954938600.00,112732200.00,1778019300.00,51775200.00,182312100.00,61073100.00,17880300.00,3455100.00,4796924400.00,4796924400.00,0.00,2.44,52.05,5.07,0.69,0.00,1.49,0.68,0.26,0.01,1.17,8.94,40.75,2.35,37.07,1.08,3.80,1.27,0.37,0.07,Within USA
17080003,0.00,182552400.00,57600.00,191576700.00,174319200.00,97401600.00,36501300.00,55443600.00,188477100.00,930256200.00,266487300.00,384228000.00,73304100.00,174700800.00,36350100.00,107595900.00,64972800.00,2964224700.00,2964224700.00,0.00,16.86,46.73,7.12,6.16,0.00,6.46,5.88,3.29,1.23,1.87,6.36,31.38,8.99,12.96,2.47,5.89,1.23,3.63,2.19,Within USA
16030005,0.00,35246700.00,0.00,70866000.00,56723400.00,8847000.00,603900.00,419864400.00,266253300.00,1546952400.00,11556900.00,6684789600.00,908609400.00,454463100.00,136718100.00,14825700.00,5085900.00,10621405800.00,10621405800.00,0.00,1.29,17.18,5.57,0.33,0.00,0.67,0.53,0.08,0.01,3.95,2.51,14.56,0.11,62.94,8.55,4.28,1.29,0.14,0.05,Within USA
16030007,0.00,3614400.00,0.00,31452300.00,27706500.00,11061900.00,162900.00,21435300.00,87507900.00,1167580800.00,64725300.00,2676397500.00,255118500.00,103358700.00,20609100.00,780300.00,1089900.00,4472601300.00,4472601300.00,0.00,1.57,29.51,2.77,0.08,0.00,0.70,0.62,0.25,0.00,0.48,1.96,26.11,1.45,59.84,5.70,2.31,0.46,0.02,0.02,Within USA
16030008,0.00,19406700.00,0.00,3514500.00,6121800.00,1246500.00,69300.00,75204000.00,25114500.00,130966200.00,76500.00,1626633000.00,147373200.00,34430400.00,5183100.00,1987200.00,1602900.00,2078929800.00,2078929800.00,0.00,0.53,7.51,1.91,0.93,0.00,0.17,0.29,0.06,0.00,3.62,1.21,6.30,0.00,78.24,7.09,1.66,0.25,0.10,0.08,Within USA
16030009,0.00,6903900.00,0.00,11432700.00,1206000.00,702900.00,0.00,551367900.00,57600.00,316468800.00,49500.00,2519086500.00,204786900.00,1322100.00,0.00,27900.00,510300.00,3613923000.00,3613923000.00,0.00,0.37,8.76,0.04,0.19,0.00,0.32,0.03,0.02,0.00,15.26,0.00,8.76,0.00,69.71,5.67,0.04,0.00,0.00,0.01,Within USA
14030004,0.00,1709100.00,0.00,5182200.00,1071900.00,30600.00,0.00,34640100.00,420237000.00,1088157600.00,13298400.00,691331400.00,88642800.00,17950500.00,2954700.00,24313500.00,755100.00,2390274900.00,2390274900.00,0.00,0.26,63.66,0.87,0.07,0.00,0.22,0.04,0.00,0.00,1.45,17.58,45.52,0.56,28.92,3.71,0.75,0.12,1.02,0.03,Within USA
14050007,0.00,5049000.00,0.00,20195100.00,11605500.00,2016900.00,171000.00,199863000.00,184223700.00,2118198600.00,154800.00,4421764800.00,19279800.00,32186700.00,14400.00,41768100.00,409500.00,7056900900.00,7056900900.00,0.00,0.48,32.63,0.46,0.07,0.00,0.29,0.16,0.03,0.00,2.83,2.61,30.02,0.00,62.66,0.27,0.46,0.00,0.59,0.01,Within USA
14080203,0.00,642600.00,0.00,60111900.00,3762000.00,171000.00,5400.00,7827300.00,67415400.00,825474600.00,6480900.00,1491595200.00,35388000.00,102249000.00,400588200.00,25792200.00,145800.00,3027649500.00,3027649500.00,0.00,2.12,29.71,16.61,0.02,0.00,1.99,0.12,0.01,0.00,0.26,2.23,27.26,0.21,49.27,1.17,3.38,13.23,0.85,0.00,Within USA
14040106,0.00,149735700.00,103500.00,31761900.00,8988300.00,1855800.00,72000.00,115398000.00,61856100.00,1719573300.00,11023200.00,3858280200.00,338522400.00,60719400.00,113400.00,41526900.00,77223600.00,6476753700.00,6476753700.00,0.00,0.66,27.68,0.94,2.31,0.00,0.49,0.14,0.03,0.00,1.78,0.96,26.55,0.17,59.57,5.23,0.94,0.00,0.64,1.19,Within USA
16010202,0.00,21657600.00,0.00,90360000.00,24065100.00,4418100.00,1557000.00,5056200.00,341056800.00,364396500.00,19218600.00,1112940900.00,124683300.00,324734400.00,840282300.00,19108800.00,29969100.00,3323504700.00,3323504700.00,0.00,3.62,21.80,35.05,0.65,0.00,2.72,0.72,0.13,0.05,0.15,10.26,10.96,0.58,33.49,3.75,9.77,25.28,0.57,0.90,Within USA
16010204,0.00,133336800.00,0.00,76392000.00,22176000.00,11041200.00,3676500.00,184278600.00,118604700.00,168922800.00,828900.00,1189760400.00,252571500.00,309559500.00,591891300.00,11994300.00,167208300.00,3242242800.00,3242242800.00,0.00,3.49,8.89,27.80,4.11,0.00,2.36,0.68,0.34,0.11,5.68,3.66,5.21,0.03,36.70,7.79,9.55,18.26,0.37,5.16,Within USA
16020309,0.00,16569900.00,0.00,59754600.00,9176400.00,2385900.00,1713600.00,501367500.00,11826900.00,248843700.00,126900.00,2810915100.00,1420436700.00,330211800.00,411246900.00,2131200.00,29133000.00,5855840100.00,5855840100.00,0.00,1.25,4.45,12.66,0.28,0.00,1.02,0.16,0.04,0.03,8.56,0.20,4.25,0.00,48.00,24.26,5.64,7.02,0.04,0.50,Within USA
16020306,0.00,46931400.00,308700.00,27036000.00,18518400.00,7446600.00,4312800.00,5762106900.00,8094600.00,753305400.00,2079000.00,6865304400.00,598962600.00,39255300.00,0.00,1871100.00,41414400.00,14176947600.00,14176947600.00,0.00,0.40,5.39,0.28,0.33,0.00,0.19,0.13,0.05,0.03,40.64,0.06,5.31,0.01,48.43,4.22,0.28,0.00,0.01,0.29,Within USA
16020308,0.00,71689500.00,0.00,19705500.00,16114500.00,3313800.00,333000.00,4310681400.00,4784400.00,409523400.00,27000.00,6388705800.00,499767300.00,56013300.00,10179000.00,6045300.00,4689000.00,11801572200.00,11801572200.00,0.00,0.33,3.51,0.56,0.61,0.00,0.17,0.14,0.03,0.00,36.53,0.04,3.47,0.00,54.13,4.23,0.47,0.09,0.05,0.04,Within USA
16030006,0.00,7149600.00,0.00,78816600.00,33328800.00,19243800.00,2433600.00,67105800.00,109688400.00,2918373300.00,48951900.00,4435693200.00,513717300.00,230327100.00,54783000.00,1655100.00,1704600.00,8522972100.00,8522972100.00,0.00,1.57,36.10,3.35,0.08,0.00,0.92,0.39,0.23,0.03,0.79,1.29,34.24,0.57,52.04,6.03,2.70,0.64,0.02,0.02,Within USA
14040107,0.00,28035000.00,120600.00,42937200.00,33435000.00,5549400.00,754200.00,159347700.00,86375700.00,810675900.00,44283600.00,4929057900.00,507071700.00,271911600.00,130500.00,85855500.00,100557000.00,7106098500.00,7106098500.00,0.00,1.16,13.25,3.83,0.39,0.00,0.60,0.47,0.08,0.01,2.24,1.22,11.41,0.62,69.36,7.14,3.83,0.00,1.21,1.42,Within USA
02040304,3716100.00,1201895100.00,0.00,24593400.00,12047400.00,5346900.00,1476900.00,24568200.00,11786400.00,30810600.00,11203200.00,10553400.00,1859400.00,60720300.00,137441700.00,99601200.00,289833300.00,1927453500.00,1927453500.00,0.19,2.26,2.79,10.28,62.36,0.00,1.28,0.63,0.28,0.08,1.27,0.61,1.60,0.58,0.55,0.10,3.15,7.13,5.17,15.04,Within USA
17080002,0.00,56157300.00,3611700.00,73347300.00,57328200.00,7090200.00,2133000.00,52845300.00,112153500.00,1606447800.00,102535200.00,394095600.00,82521900.00,94320900.00,11985300.00,56288700.00,8098200.00,2720960100.00,2720960100.00,0.00,5.14,66.93,3.91,2.06,0.13,2.70,2.11,0.26,0.08,1.94,4.12,59.04,3.77,14.48,3.03,3.47,0.44,2.07,0.30,Within USA
17090012,0.00,35656200.00,0.00,74370600.00,165484800.00,159829200.00,74977200.00,9413100.00,23339700.00,121783500.00,105022800.00,85203000.00,23314500.00,61379100.00,53051400.00,34173000.00,25938900.00,1052937000.00,1052937000.00,0.00,45.08,23.76,10.87,3.39,0.00,7.06,15.72,15.18,7.12,0.89,2.22,11.57,9.97,8.09,2.21,5.83,5.04,3.25,2.46,Within USA
02080102,0.00,412263000.00,0.00,80675100.00,8561700.00,3505500.00,645300.00,3302100.00,176877000.00,309824100.00,102811500.00,72351000.00,21040200.00,63671400.00,164533500.00,277891200.00,41257800.00,1739210400.00,1739210400.00,0.00,5.37,33.90,13.12,23.70,0.00,4.64,0.49,0.20,0.04,0.19,10.17,17.81,5.91,4.16,1.21,3.66,9.46,15.98,2.37,Within USA
17080001,0.00,46467000.00,3996000.00,69095700.00,47643300.00,21566700.00,3995100.00,31553100.00,62255700.00,1396873800.00,107904600.00,264383100.00,41475600.00,65880000.00,61218900.00,32770800.00,7791300.00,2264870700.00,2264870700.00,0.00,6.28,69.19,5.61,2.05,0.18,3.05,2.10,0.95,0.18,1.39,2.75,61.68,4.76,11.67,1.83,2.91,2.70,1.45,0.34,Within USA
02080106,0.00,94608900.00,0.00,200240100.00,23857200.00,10230300.00,3472200.00,5071500.00,1414682100.00,472734000.00,157213800.00,302732100.00,44426700.00,466176600.00,301990500.00,282868200.00,31929300.00,3812233500.00,3812233500.00,0.00,6.24,53.63,20.15,2.48,0.00,5.25,0.63,0.27,0.09,0.13,37.11,12.40,4.12,7.94,1.17,12.23,7.92,7.42,0.84,Within USA
02080107,0.00,191336400.00,0.00,61179300.00,14247900.00,7266600.00,1579500.00,1745100.00,128290500.00,90615600.00,63837900.00,25878600.00,6434100.00,13525200.00,57247200.00,62550900.00,30228300.00,755963100.00,755963100.00,0.00,11.15,37.40,9.36,25.31,0.00,8.09,1.88,0.96,0.21,0.23,16.97,11.99,8.44,3.42,0.85,1.79,7.57,8.27,4.00,Within USA
02080108,0.00,138238200.00,0.00,116834400.00,114109200.00,53127000.00,17249400.00,4262400.00,15940800.00,23714100.00,6932700.00,4639500.00,1166400.00,1931400.00,3904200.00,56187000.00,36688500.00,594925200.00,594925200.00,0.00,50.65,7.83,0.98,23.24,0.00,19.64,19.18,8.93,2.90,0.72,2.68,3.99,1.17,0.78,0.20,0.32,0.66,9.44,6.17,Within USA
02080202,0.00,6870600.00,0.00,111775500.00,28799100.00,4603500.00,1421100.00,791100.00,1283538600.00,185988600.00,109067400.00,443700.00,180900.00,425343600.00,11984400.00,10800.00,9000.00,2170827900.00,2170827900.00,0.00,6.75,72.72,20.15,0.32,0.00,5.15,1.33,0.21,0.07,0.04,59.13,8.57,5.02,0.02,0.01,19.59,0.55,0.00,0.00,Within USA
02080203,0.00,50058000.00,0.00,265586400.00,87264000.00,22399200.00,7797600.00,7509600.00,2975275800.00,643729500.00,244725300.00,78462900.00,55581300.00,765257400.00,20013300.00,16008300.00,648900.00,5240317500.00,5240317500.00,0.00,7.31,73.73,14.99,0.96,0.00,5.07,1.67,0.43,0.15,0.14,56.78,12.28,4.67,1.50,1.06,14.60,0.38,0.31,0.01,Within USA
02080205,0.00,32807700.00,0.00,158568300.00,48240900.00,21341700.00,5989500.00,7127100.00,1149162300.00,351254700.00,75041100.00,66649500.00,68576400.00,340325100.00,23027400.00,97056000.00,2043000.00,2447210700.00,2447210700.00,0.00,9.57,64.38,14.85,1.34,0.00,6.48,1.97,0.87,0.24,0.29,46.96,14.35,3.07,2.72,2.80,13.91,0.94,3.97,0.08,Within USA
02080206,0.00,526351500.00,0.00,429691500.00,225402300.00,115060500.00,43764300.00,11622600.00,662534100.00,404986500.00,194500800.00,173324700.00,33472800.00,111422700.00,287732700.00,430937100.00,82325700.00,3733129800.00,3733129800.00,0.00,21.80,33.81,10.69,14.10,0.00,11.51,6.04,3.08,1.17,0.31,17.75,10.85,5.21,4.64,0.90,2.98,7.71,11.54,2.21,Within USA
02080207,0.00,55241100.00,0.00,216637200.00,72267300.00,26673300.00,7103700.00,12906000.00,1756960200.00,722836800.00,158893200.00,136978200.00,138807900.00,634894200.00,48850200.00,176464800.00,5202000.00,4170716100.00,4170716100.00,0.00,7.74,63.27,16.39,1.32,0.00,5.19,1.73,0.64,0.17,0.31,42.13,17.33,3.81,3.28,3.33,15.22,1.17,4.23,0.12,Within USA
02080208,0.00,200749500.00,0.00,170957700.00,187368300.00,92156400.00,38278800.00,8518500.00,56502000.00,70997400.00,24256800.00,24511500.00,20439000.00,28219500.00,113560200.00,238878900.00,33069600.00,1308464100.00,1308464100.00,0.00,37.35,11.60,10.84,15.34,0.00,13.07,14.32,7.04,2.93,0.65,4.32,5.43,1.85,1.87,1.56,2.16,8.68,18.26,2.53,Within USA
03010101,0.00,106875000.00,0.00,331309800.00,219764700.00,61052400.00,21542400.00,3689100.00,3003476400.00,372141900.00,176796900.00,43450200.00,42651000.00,1261753200.00,27199800.00,2131200.00,773100.00,5674607100.00,5674607100.00,0.00,11.17,62.60,22.71,1.88,0.00,5.84,3.87,1.08,0.38,0.07,52.93,6.56,3.12,0.77,0.75,22.24,0.48,0.04,0.01,Within USA
03010105,0.00,5967900.00,0.00,78632100.00,12832200.00,2451600.00,1116000.00,3240000.00,645513300.00,180989100.00,54398700.00,56502000.00,82113300.00,377735400.00,14353200.00,29439000.00,343800.00,1545627600.00,1545627600.00,0.00,6.15,56.99,25.37,0.39,0.00,5.09,0.83,0.16,0.07,0.21,41.76,11.71,3.52,3.66,5.31,24.44,0.93,1.90,0.02,Within USA
05070202,0.00,11645100.00,0.00,120318300.00,58855500.00,21033000.00,2358000.00,50860800.00,2399065200.00,18323100.00,74846700.00,6700500.00,272162700.00,103977000.00,1181700.00,13500.00,23400.00,3141364500.00,3141364500.00,0.00,6.45,79.34,3.35,0.37,0.00,3.83,1.87,0.67,0.08,1.62,76.37,0.58,2.38,0.21,8.66,3.31,0.04,0.00,0.00,Within USA
